序號,資料集名稱,分類,資料提供單位,資料集描述,欄位名稱,Url
943,臺北市ESCO能源技術服務業資訊,生活環境與其他,"臺北市政府環保局 ",提供社區節能改造相關組織資訊,名稱(名稱)、地址(地址)、聯絡電(聯絡電),https://opendata.epa.gov.tw/Data/Contents/OTH01659/
944,臺北市乙、丙級清除機構基本資料,生活環境與其他,"臺北市政府環保局 ",臺北市乙、丙級清除機構名稱、級別、聯絡電話、地址、負責人等資訊,名稱(名稱)、級別(級別)、聯絡電話(聯絡電話)、地址(地址)、負責(負責),https://opendata.epa.gov.tw/Data/Contents/OTH01629/
945,"臺北市土壤及地下水污染控制場址                                   ",水,"臺北市政府環保局 ",提供民眾本市土壤及地下水污染控制場址相關資訊,"序號,場址名稱,場址地址,公告列管日期,解除列管日期,預計整治完成期程,列管污染物質,備註",https://opendata.epa.gov.tw/Data/Contents/WAT00594/
946,臺北市已核發之廢食用油回收工作證清除業者名單,生活環境與其他,"臺北市政府環保局 ",提供合格廢食用油回收清除業者以便民眾查詢，避免廢食用油流向不明。,清除業者(清除業者)、聯絡電(聯絡電),https://opendata.epa.gov.tw/Data/Contents/OTH01639/
947,臺北市已核發應回收廢棄物回收處理業登記名冊,生活環境與其他,"臺北市政府環保局 ",提供已登記回收業之資訊,項次(項次)、行政區(行政區)、回收業者名稱(回收業者名稱)、電話(電話)、地址(地址)、回收項(回收項),https://opendata.epa.gov.tw/Data/Contents/OTH01656/
948,臺北市內湖垃圾焚化廠營運管理及環境品質監測報告,生活環境與其他,"臺北市政府環保局 ",涵蓋內湖垃圾焚化廠（以下簡稱本廠）營運操作之處理物進廠及產出物出廠統計：如垃圾進廠量、焚化量、底渣及飛灰產生量，以及進出本廠之清運車輛、廚餘進廠量等統計數據。 另外亦包含本廠污染防制之作為如：廢氣、水污染、噪音、底渣灼燒減量、底渣及飛灰穩定化物重金屬及戴奧辛等項目，進行監控防制與相關數據統計報告。 本廠敦親睦鄰及回饋設施之使用人次併同收集於本資料集。,內容摘要(內容摘要)、焚化廠營運管理(焚化廠營運管理)、污染防制及監測(污染防制及監測)、敦親睦鄰與回饋設施及景觀維護(敦親睦鄰與回饋設施及景觀維護)、結論與建議及其他事(結論與建議及其他事),https://opendata.epa.gov.tw/Data/Contents/OTH01707/
949,臺北市公共場所飲水機資訊,水,"臺北市政府環保局 ",提供民眾本市公共場所設置飲用水設備相關資訊，包含設置場所之地點、設置飲水機數量及管理單位聯絡方式等資訊。,行政區(行政區)、場所名稱(場所名稱)、場所地址(場所地址)、管理單位(管理單位)、連絡電話(連絡電話)、場所開放時間(場所開放時間)、飲水台數(飲水台數)、設置(設置)、緯度(緯度)、經(經),https://opendata.epa.gov.tw/Data/Contents/WAT00595/
950,臺北市公害陳情案件受理統計月報表,大氣,"臺北市政府環保局 ",統計本市每月受理公害陳情案件數量,被陳情對象別及污染源(被陳情對象別及污染源),https://opendata.epa.gov.tw/Data/Contents/ATM00649/
951,"臺北市公廁點位資訊                                         ",生活環境與其他,"臺北市政府環保局 ",臺北市公廁點位資訊，座數、地址、等級等資訊,"行政區Region,類別Property,屬性Attribute,主管機關ChiefOrg,單位名稱DepName,座數Numbe,地址Address,特優FirstLevel,優等SecondLevel,普通ThirdLevel,加強FourthLevel,改善FifthLevel,場所提供行動不便者使用廁所Restroom,親子廁間親子廁間Childroom,貼心公廁Kindlyroom,經度Lng,緯度Lat,英文單位名稱EngName,英文地址EngAddress",https://opendata.epa.gov.tw/Data/Contents/OTH01644/
952,臺北市木柵垃圾焚化廠營運管理及環境品質監測報告,生活環境與其他,"臺北市政府環保局 ",本資料集主要提供木柵垃圾焚化廠焚化廠營運管理(包括焚化爐操作、垃圾進廠管理、飛灰與底渣清運、處理及作業環境安全衛生管理) 污染防治及監測(包括空氣污染防治、水污染防治、噪音管制、病媒防治及其他委外檢測項目)、敦親睦鄰與回饋設施及景觀維護等相關資料,焚化廠營運管理(),https://opendata.epa.gov.tw/Data/Contents/OTH01711/
953,臺北市水量水質自動監測連線傳輸監測紀錄值即時資料集,水,水質保護處,系統將回應最新監測數據之XML(最新一小時),CNO(連監測對象管制編號)、ABBR(連監測對象中文名稱)、DP_NO(監測位置編號)、DESP(監測位置中文描述)、M_DATE(監測日期)、M_TIME(監測時間hhmm)、M_VAL(監測值)、STATUS(狀態)、UNIT(監測值單位)、STD1(排放標準一)、STD2(排放標準二)、STD_S(排放標準說明),https://opendata.epa.gov.tw/Data/Contents/WAT00566/
954,臺北市水質監測站基本資料,水,"臺北市政府環保局 ",臺北市現有水質監測站名稱與位置,測站名稱(測站名稱)、河川名稱(河川名稱)、測站(測站),https://opendata.epa.gov.tw/Data/Contents/WAT00603/
955,臺北市北投垃圾焚化廠營運管理及環境品質監測報告,生活環境與其他,"臺北市政府環保局 ",本資料集涵蓋北投垃圾焚化廠（以下簡稱本廠）營運操作之處理物來源及產出物統計：如垃圾進廠量、焚化量、底渣及飛灰產生量，以及進出本廠之清運車輛、廚餘進廠量等統計數據。 另外亦針對本廠污染防制之作為如：廢氣、水污染、噪音、底渣灼燒減量、飛灰及底渣穩定化物重金屬及戴奧辛等項目，進行監控防制與相關數據統計報告。 本廠敦親睦鄰及回饋設施之使用人數亦一併收集於本資料集之中,內容摘要(),https://opendata.epa.gov.tw/Data/Contents/OTH01710/
956,臺北市市立焚化廠位置,地,"臺北市政府環保局 ",臺北市市立3座焚化廠位置資訊,中文名稱(中文名稱)、英文名稱(英文名稱)、行政區(行政區)、里(里)、座標(TWD97)、聯絡電話(聯絡電話)、地(地),https://opendata.epa.gov.tw/Data/Contents/SOIL00141/
957,臺北市民眾檢舉違反廢棄物清理法及獎勵金發放辦法,生活環境與其他,"臺北市政府環保局 ",民眾檢舉獎勵金檢舉及發放之流程,檢舉管道，分案受理單位，處理結(檢舉管道，分案受理單位，處理結),https://opendata.epa.gov.tw/Data/Contents/OTH01762/
958,臺北市民眾繳納違反環保法令行政罰鍰方式及注意事項,生活環境與其他,"臺北市政府環保局 ",提供便民繳納環保罰鍰方式之管道、程序與注意事項說明,環保罰緩繳納方式(環保罰緩繳納方式)、注意事(注意事),https://opendata.epa.gov.tw/Data/Contents/OTH01761/
959,臺北市甲級廢棄物清除處理機構名單,生活環境與其他,"臺北市政府環保局 ",臺北市甲級廢棄物清除處理機構名單，管制編號、機構名稱、負責人、電話、住址、種類、營業項目等資訊,序號(序號)、等級(等級)、管制編號(管制編號)、機構名稱(機構名稱)、負責人(負責人)、電話(電話)、住址(住址)、種類(種類)、營業項目(營業項目)、核准文號(核准文號)、許可證字號(許可證字號)、有效期限(有效期限)、專責技術人(專責技術人),https://opendata.epa.gov.tw/Data/Contents/OTH01640/
960,臺北市再生家具,生活環境與其他,"臺北市政府環保局 ",提供拍賣再生家具之相關資訊，讓民眾能透往網路線上瀏覽,臺北市再生家具：縮圖網址(臺北市再生家具：縮圖網址)、照片網址(照片網址)、物品類別(物品類別)、地點(地點)、地址(地址)、經度(經度)、緯度； 再生家具相關資訊：地點(緯度； 再生家具相關資訊：地點)、參觀時間(參觀時間)、拍賣時間(拍賣時間)、聯絡電話(聯絡電話)、地址(地址)、備(備),https://opendata.epa.gov.tw/Data/Contents/OTH01654/
961,臺北市回收業機構名冊,生活環境與其他,"臺北市政府環保局 ",回收業之相關資訊,回收業者名稱(回收業者名稱)、電話(電話)、地址(地址)、回收項目(回收項目),https://opendata.epa.gov.tw/Data/Contents/OTH01657/
962,臺北市地下水監測結果,水,"臺北市政府環保局 ",提供臺北市地下水監測結果,監測井編號及井址(監測井編號及井址)、採樣時間(採樣時間)、天氣狀況(天氣狀況)、採樣水位(採樣水位)、水溫(水溫)、pH(pH)、導電度(導電度)、氨氮(氨氮)、氯鹽(氯鹽)、硫酸鹽(硫酸鹽)、硫酸鹽氮(硫酸鹽氮)、總溶解固體(總溶解固體)、總硬度(總硬度)、鎘(鎘)、銅(銅)、汞(汞)、鉛(鉛)、鋅(鋅)、砷(砷)、大腸桿菌(大腸桿菌),https://opendata.epa.gov.tw/Data/Contents/WAT00613/
963,臺北市行人專用清潔箱,生活環境與其他,"臺北市政府環保局 ",提供民眾本市行人專用清潔箱位置查詢,行政區(行政區)、路名(路名)、段(段)、號及其他註明(號及其他註明)、經度(經度)、緯度(緯度)、備(備),https://opendata.epa.gov.tw/Data/Contents/OTH01634/
964,臺北市事業廢棄物再利用者登記資料,生活環境與其他,"臺北市政府環保局 ","臺北市事業廢棄物再利用者登記資料，管制編號,名稱,地址,廢棄物來源,檢核通過日期,檢核到期日期,批發零售業等資訊",縣市別(縣市別)、管制編號(管制編號)、機構名稱(機構名稱)、機構電話(機構電話)、機構地址(機構地址)、再利用廢棄物(再利用廢棄物)、廢棄物來源(廢棄物來源)、檢核通過日期(檢核通過日期)、檢核到期日期(檢核到期日期)、批發零售(批發零售),https://opendata.epa.gov.tw/Data/Contents/OTH01642/
965,臺北市垃圾掩埋場污水廠水質檢測報告,水,"臺北市政府環保局 ",垃圾掩埋場污水廠水質檢測報告,日期(日期)、天氣(天氣)、化學需氧量(化學需氧量)、懸浮固(懸浮固),https://opendata.epa.gov.tw/Data/Contents/WAT00621/
966,臺北市垃圾清運路線圖,生活環境與其他,"臺北市政府環保局 ",臺北市垃圾清運路線時間地點資訊,區(Region)、里(Li)、分隊(DepName)、車號(CarNo)、車次(CarNumber)、時間(CarTime)、地址(Address)、經度(Lng)、緯度(Lat),https://opendata.epa.gov.tw/Data/Contents/OTH01628/
967,臺北市垃圾清運點位資訊,生活環境與其他,"臺北市政府環保局 ",臺北市垃圾清運點位資訊,發布單位(發布單位)、名稱(名稱)、內容(內容)、經度(經度)、緯度(緯度)、更新時(更新時),https://opendata.epa.gov.tw/Data/Contents/OTH01616/
968,臺北市垃圾資源回收、廚餘回收限時收受點,生活環境與其他,"臺北市政府環保局 ",臺北市垃圾資源回收、廚餘回收限時收受點，週三、週日廚餘專用限時收受點,臺北市垃圾資源回收(臺北市垃圾資源回收)、廚餘回收限時收受點：Region(行政區)、Branch(限時指定收受點)、Phone(電話)、Address(地址)、Memo(備註)、Lng(經度)、Lat(緯度  臺北市週三)、週日廚餘專用限時收受點：Region(行政區)、Branch(分隊別)、Address(限時收受點地址)、Memo(備註)、Lng(經度)、Lat(緯度),https://opendata.epa.gov.tw/Data/Contents/OTH01630/
969,臺北市河川水質,水,"臺北市政府環保局 ",提供臺北市河川水質檢測結果,河川名稱(河川名稱)、監測站(編號)、採樣日期(採樣日期)、採樣時間(採樣時間)、水體分類等級(水體分類等級)、水溫(水溫)、氣溫(氣溫)、pH(pH)、溶氧量(溶氧量)、生化需氧量(生化需氧量)、氨氮(氨氮)、硝酸鹽氮(硝酸鹽氮)、亞硝酸鹽氮(亞硝酸鹽氮)、懸浮固體(懸浮固體)、化學需氧量(化學需氧量)、鎘(鎘)、鉻(鉻)、銅(銅)、鉛(鉛)、鋅(鋅)、汞(汞)、砷(砷)、導電度(導電度)、總磷(總磷)、濁度(濁度)、大腸桿菌群(大腸桿菌群)、陰離子界面活性劑(陰離子界面活性劑)、氯鹽(氯鹽)、總凱氏氮(總凱氏氮)、總(總),https://opendata.epa.gov.tw/Data/Contents/WAT00604/
970,臺北市河川水質檢測結果,水,"臺北市政府環保局 ",提供臺北市河川水質檢測結果,河川名稱(河川名稱)、監測站(監測站)、經度(經度)、緯度(緯度)、採樣日期(採樣日期)、採樣時間(採樣時間)、污染程度(污染程度)、RPI(RPI)、溶氧(溶氧)、生化需氧量(生化需氧量)、氨氮(氨氮)、懸浮固(懸浮固),https://opendata.epa.gov.tw/Data/Contents/WAT00596/
971,臺北市社區資源回收站資訊,生活環境與其他,"臺北市政府環保局 ",歷年接受補助輔導社區資訊。,編號(編號)、回收站名稱(回收站名稱)、行政區(行政區),https://opendata.epa.gov.tw/Data/Contents/OTH01655/
972,臺北市空品淨化區資訊,大氣,"臺北市政府環保局 ",臺北市空氣品質淨化區位置等相關資訊,基地名稱(基地名稱)、地(地),https://opendata.epa.gov.tw/Data/Contents/ATM00651/
973,臺北市空氣污染稽查處分概況年報表,大氣,"臺北市政府環保局 ",統計本市每年空氣污染稽查處分概況,污染類別及處分情(污染類別及處分情),https://opendata.epa.gov.tw/Data/Contents/ATM00655/
974,臺北市非包裝飲用水檢驗收費標準,水,"臺北市政府環保局 ",民眾飲用水申請檢驗作業,應備證件(應備證件)、申請方式(申請方式)、繳費方式(繳費方式)、處理時限(處理時限)、承辦單(承辦單),https://opendata.epa.gov.tw/Data/Contents/WAT00614/
975,臺北市非營業用卡拉OK噪音告發案件點位資訊,大氣,"臺北市政府環保局 ",臺北市105年3月~105年5月份非營業用卡拉OK噪音告發案件點位資訊,編號(編號)、行政區(行政區)、稽查地點(稽查地點)、稽查日(稽查日),https://opendata.epa.gov.tw/Data/Contents/ATM00659/
976,臺北市政府環境保護局污染源稽查(查核)處分概況月報表,大氣,"臺北市政府環保局 ",統計本市每月污染源稽查(查核)處分概況,污染類別及稽查處分概(污染類別及稽查處分概),https://opendata.epa.gov.tw/Data/Contents/ATM00650/
977,臺北市政府環境保護局洗街車資料,生活環境與其他,"臺北市政府環保局 ",洗街車路段等相關資訊,車輛(車輛)、車號(車號)、路線(路線)、道路名稱(道路名稱)、路線起點(路線起點)、路線迄點(路線迄點)、街道長度(街道長度)、維護頻率(維護頻率)、洗掃次數(洗掃次數)、維護里程(維護里程)、單日維護里程(單日維護里程)、單日維護里程合計(單日維護里程合計)、加水次數(加水次數)、加水地點(加水地點)、備(備),https://opendata.epa.gov.tw/Data/Contents/OTH01638/
978,臺北市重要環保統計資料,生活環境與其他,統計室,臺北市環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值)。,https://opendata.epa.gov.tw/Data/Contents/STATTaipei/
979,臺北市娛樂營業場所噪音告發案件點位資訊,大氣,"臺北市政府環保局 ",臺北市營建工程噪音告發案件點位資訊,編號(編號)、行政區(行政區)、稽查地點(稽查地點)、稽查日期(稽查日期)、量測音(量測音),https://opendata.epa.gov.tw/Data/Contents/ATM00658/
980,臺北市核准身障福利團體設置舊衣回收箱,生活環境與其他,"臺北市政府環保局 ",臺北市核准身障福利團體設置舊衣回收箱,核准編號(核准編號)、團體名稱(團體名稱)、電話(電話)、行政區(行政區)、臺北市核准地點(臺北市核准地點)、備註(備註)、經度(經度)、緯(緯),https://opendata.epa.gov.tw/Data/Contents/OTH01615/
981,臺北市柴油車排煙動力檢測站址,大氣,"臺北市政府環保局 ",臺北市柴油車排煙動力檢測站址,動力站名稱(動力站名稱)、地址(地址)、預約專(預約專),https://opendata.epa.gov.tw/Data/Contents/ATM00652/
982,臺北市病媒防治業者名單,水,"臺北市政府環保局 ",臺北市病媒防治業者名單,許可證字號(許可證字號)、行政區(行政區)、公司名稱(公司名稱)、公司電話(公司電話)、公司地址(公司地址)、負責人(負責人)、加入公(加入公),https://opendata.epa.gov.tw/Data/Contents/WAT00593/
983,"臺北市航空噪音防制區圖                                       ",污染防治,"臺北市政府環保局 ",臺北松山機場航空噪音防制區圖(臺北市部分)範圍及分級表,"行政區別,防制區級別,範圍",https://opendata.epa.gov.tw/Data/Contents/POP00059/
984,臺北市專用垃圾袋代售點名冊,生活環境與其他,"臺北市政府環保局 ",臺北市專用垃圾袋代售點名冊,連鎖：序號(連鎖：序號)、店名(店名)、地址(地址)、電話 傳統：家數(電話 傳統：家數)、廠商名稱(廠商名稱)、行政區域(行政區域)、地址(地址)、電(電),https://opendata.epa.gov.tw/Data/Contents/OTH01643/
985,臺北市張貼板欄核准地點一覽表,生活環境與其他,"臺北市政府環保局 ","臺北市張貼板欄核准設置地點,許可期限,許可文號,設置人,管理人/聯絡電話,收費標準等資訊",序號(序號)、行政區(行政區)、設置地點(設置地點)、許可期限(許可期限)、許可文號(許可文號)、設置人(設置人)、管理人/聯絡電話(管理人/聯絡電話)、收費標(收費標),https://opendata.epa.gov.tw/Data/Contents/OTH01633/
986,臺北市登革熱戶外化學防疫軌跡記錄,生活環境與其他,"臺北市政府環保局 ",臺北市各里別戶外環境噴藥日程表,環境噴藥查詢(),https://opendata.epa.gov.tw/Data/Contents/OTH01614/
987,臺北市飲用水水質檢驗資料,水,"臺北市政府環保局 ",臺北市自來水供水系統管線水質檢測結果,稽查日期(稽查日期)、檢驗點(檢驗點)、大腸桿菌群(大腸桿菌群)、總菌落數(總菌落數)、自由有效餘氯(自由有效餘氯)、氫離子濃度指(氫離子濃度指),https://opendata.epa.gov.tw/Data/Contents/WAT00592/
988,臺北市飲用水檢驗測定機構,水,"臺北市政府環保局 ",取得中央主管機關核發許可證之環境檢驗測定機構,機構查詢(),https://opendata.epa.gov.tw/Data/Contents/WAT00591/
989,臺北市溫室氣體排放統計,大氣,"臺北市政府環保局 ",臺北市歷年溫室氣體排放量及人均排放量,Year(年度)、Emissions_of_Transportation_10ktons(運輸部門排放量)、Percentage_of_Transportation_%(運輸部門占比)、Emissions_of_Residential_and_Commercial_10ktons(住商部門排放量)、Percentage_of_Residential_and_Commercial_%(住商部門占比)、Emissions_of_Industry_10ktons(工業部門排放量)、Percentage_of_Industry_%(工業部門占比)、Emissions_of_Waste_10ktons(廢棄物部門排放量)、Percentage_of_Waste_%(廢棄物部門占比)、Emissions_of_Agriculture_10ktons(農業部門排放量)、Percentage_of_Agriculture_%(農業部門占比)、Emissions_of_Forest_10ktons(森林部門排放量)、Percentage_of_Forest_%(森林部門占比)、Net_Emissions_10ktons(淨排放量)、Emissions_Per_Capita_tons(人均排放量)。,https://opendata.epa.gov.tw/Data/Contents/ATM00642/
990,臺北市溫室氣體排放統計—本市總排放量及人均排放量,大氣,"臺北市政府環保局 ",為檢視本市節能減碳方案是否達到目標願景，以及了解經由各局處整合推動之各項減碳成果，本市持續調查溫室氣體總排放量、人均排放量，以及各部門排放比例，並公佈於網站提供市民參考，期與國際減碳策略接軌，將節能減碳觀念深耕於全體市民心中。,NULL,https://opendata.epa.gov.tw/Data/Contents/ATM00660/
991,臺北市資源回收分類方式,生活環境與其他,"臺北市政府環保局 ",生活中所遇到難分類的垃圾，提供快速的查詢讓民眾知道該如何垃圾分類及何時有回收。,大類別(大類別)、子類別(子類別)、說明(說明)、回收時(回收時),https://opendata.epa.gov.tw/Data/Contents/OTH01645/
992,臺北市路燈桿旗幟申請參考一覽表,生活環境與其他,"臺北市政府環保局 ",臺北市路燈桿旗幟申請參考路段、已核可活動及時間等資訊,路段(),https://opendata.epa.gov.tw/Data/Contents/OTH01632/
993,臺北市農藥廢容器回收方式,生活環境與其他,"臺北市政府環保局 ",農藥廢容器回收方式相關資訊,農藥廢容器回收方式(農藥廢容器回收方式),https://opendata.epa.gov.tw/Data/Contents/OTH01658/
994,臺北市電動機車充電地址及充電格位,生活環境與其他,"臺北市政府環保局 ",臺北市電動機車充電地址及充電格位,名稱(名稱)、行政區(行政區)、地(地),https://opendata.epa.gov.tw/Data/Contents/OTH01613/
995,臺北市廢食用油資訊,生活環境與其他,"臺北市政府環保局 ",一、民眾建議提供廢棄管道、法源依據、罰則、合格清除機構名單宣導資訊等相關資料。 二、臺北市環境保護局將以現有資料提供常見問答，俾利民眾查詢。,類別(類別)、提問(提問)、答覆(答覆)、相關連結網址(相關連結網址)、相關連結說(相關連結說),https://opendata.epa.gov.tw/Data/Contents/OTH01641/
996,臺北市廢棄物處理場再生土領用方式及領據,地,"臺北市政府環保局 ",廢棄物處理場再生土領用方式、領據及領用地點資訊,再生土領用方式(再生土領用方式)、再生土領據(再生土領據)、再生土領用地(再生土領用地),https://opendata.epa.gov.tw/Data/Contents/SOIL00140/
997,臺北市噪音監測結果,大氣,"臺北市政府環保局 ",提供臺北市噪音監測結果,臺北市一般地區環境音量監測不合格情形：期間(臺北市一般地區環境音量監測不合格情形：期間)、管制區(管制區)、總計監測站數(總計監測站數)、總計不合格時段數(總計不合格時段數)、總計不合格率(總計不合格率)、日間不合格站數(日間不合格站數)、日間不合格率(日間不合格率)、晚間不合格站數(晚間不合格站數)、晚間不合格率(晚間不合格率)、夜間不合格站數(夜間不合格站數)、夜間不合格率 臺北市道路交通音量監測不合格情形：期間(夜間不合格率 臺北市道路交通音量監測不合格情形：期間)、管制區(管制區)、總計監測站數(總計監測站數)、總計不合格時段數(總計不合格時段數)、總計不合格率(總計不合格率)、日間不合格站數(日間不合格站數)、日間不合格率(日間不合格率)、晚間不合格站數(晚間不合格站數)、晚間不合格率(晚間不合格率)、夜間不合格站數(夜間不合格站數)、夜間不合格(夜間不合格),https://opendata.epa.gov.tw/Data/Contents/ATM00669/
998,臺北市噪音稽查處分概況年報表,大氣,"臺北市政府環保局 ",統計本市每年噪音稽查處分概況,污染類別及處分情(污染類別及處分情),https://opendata.epa.gov.tw/Data/Contents/ATM00656/
999,臺北市機車定檢站位置,生活環境與其他,"臺北市政府環保局 ",臺北市機車定檢站位置,站號(站號)、廠牌(廠牌)、定檢站名稱(定檢站名稱)、行政區(行政區)、地址(地址)、電話(電話)、負責(負責),https://opendata.epa.gov.tw/Data/Contents/OTH01612/
1000,臺北市機動車輛排放空氣污染物檢查檢驗告發情形季報表,大氣,"臺北市政府環保局 ",統計本市每季機動車輛排放空氣污染物檢查、檢驗告發情形,污染類別及車輛(污染類別及車輛),https://opendata.epa.gov.tw/Data/Contents/ATM00654/
1001,臺北市營建工地空污費繳費櫃檯,大氣,"臺北市政府環保局 ",臺北市營建工程空氣污染防制費申報櫃檯,地址(地址)、聯絡電(聯絡電),https://opendata.epa.gov.tw/Data/Contents/ATM00653/
1002,臺北市營建工程噪音告發案件點位資訊,大氣,"臺北市政府環保局 ",臺北市105年3月~105年5月份營建工程噪音告發案件點位資訊,編號(編號)、行政區(行政區)、稽查地點(稽查地點)、稽查日期(稽查日期)、量測音(量測音),https://opendata.epa.gov.tw/Data/Contents/ATM00657/
1003,臺北市環保局操作維護之水質淨化設施資料,水,"臺北市政府環保局 ",操作維護之水質淨化設施資料,機構查(機構查),https://opendata.epa.gov.tw/Data/Contents/WAT00597/
1004,臺北市環保旅店,生活環境與其他,"臺北市政府環保局 ",臺北市轄內具有環保旅店證書的店家,行政區(行政區)、名稱(名稱)、地址(地址)、電(電),https://opendata.epa.gov.tw/Data/Contents/OTH01662/
1005,臺北市環境及交通噪音監測站地點,大氣,"臺北市政府環保局 ",提供環境及交通噪音監測站地點,測點名稱(測點名稱)、測點編號(測點編號)、測點地址(測點地址)、管制區類別(管制區類別)、測點性質(測點性質)、經度(經度)、緯(緯),https://opendata.epa.gov.tw/Data/Contents/ATM00672/
1006,臺北市環境空氣品質監測結果月報表,大氣,"臺北市政府環保局 ",提供臺北市環境保護局空氣品質監測站之每月監測值統計結果,一氧化碳(一氧化碳)、二氧化硫(二氧化硫)、二氧化氮(二氧化氮)、非甲烷碳氫化合物(非甲烷碳氫化合物)、臭氧(臭氧)、懸浮微(懸浮微),https://opendata.epa.gov.tw/Data/Contents/ATM00667/
1007,臺北市環境保護局12區.直屬清潔隊.溝渠清理隊聯絡資訊,生活環境與其他,"臺北市政府環保局 ",提供臺北市政府環境保護局12區清潔隊、溝渠清理第一、二隊及直屬清潔隊聯絡資訊，供市民聯絡諮詢。,單位(單位)、聯絡電話(聯絡電話)、傳真(傳真)、地(地),https://opendata.epa.gov.tw/Data/Contents/OTH01637/
1008,臺北市環境教育設施場所,生活環境與其他,"臺北市政府環保局 ",臺北市環境教育設施場所名稱、地址、電話等資訊,縣市別(縣市別)、設施場所名稱(設施場所名稱)、申請單位(申請單位)、設施場所地址或座落(設施場所地址或座落)、聯絡電話(聯絡電話)、設施場所網址(設施場所網址)、核准日(核准日),https://opendata.epa.gov.tw/Data/Contents/OTH01661/
1009,臺北市環境教育機構,生活環境與其他,"臺北市政府環保局 ",環境教育機構,縣市別(縣市別)、機構名稱(機構名稱)、機構地址(機構地址)、聯絡電話(聯絡電話)、申請許可事項(申請許可事項)、核准日期(核准日期)、機關網(機關網),https://opendata.epa.gov.tw/Data/Contents/OTH01660/
1010,臺北港物流倉儲區環境監測結果,"水,地,生活環境與其他",廢棄物管理處,臺北港物流倉儲區土壤及逕流水檢測結果，檢測項目為八大重金屬(砷、鎘、鉻、銅、汞、鎳、鉛、鋅)。,No.(項次)、Sampling_date(採樣日期)、Sample_type(樣品種類)、Sample_name(樣品名稱)、As(砷)、Cd(鎘)、Cr(鉻)、Cu(銅)、Hg(汞)、Ni(鎳)、Pb(鉛)、Zn(鋅)。,https://opendata.epa.gov.tw/Data/Contents/WAT00662/
1011,臺東縣99-104年度PM2.5採樣資料及分析結果,大氣,"臺東縣政府環保局 ",PM2.5監測採樣,採樣年度(),https://opendata.epa.gov.tw/Data/Contents/ATM00635/
1012,臺東縣土壤及地下水監測,地,"臺東縣政府環保局 ",台東縣土壤及地下水監測資訊,採樣日期(),https://opendata.epa.gov.tw/Data/Contents/SOIL00132/
1013,臺東縣公民營清除處理機構,生活環境與其他,"臺東縣政府環保局 ",台東縣各公、民營清除處理機構,(縣市別),https://opendata.epa.gov.tw/Data/Contents/OTH01579/
1014,臺東縣公廁點位資訊,生活環境與其他,"臺東縣政府環保局 ",台東縣公廁點位設置資訊,公廁編號、公廁名稱、地址或地點描述、主管機關、備註說明、管理單位名稱、管理單位聯絡電話、建檔日期、啟用日期、緯度、經度、原始公廁級別、最新公廁級別、建檔狀態、建檔類別、公廁類別、公廁類型、男廁小便斗數量、男廁間數量、女廁間數量、親子廁間數量、無障礙廁間數量、混合廁間數量、坐式馬桶、蹲式馬桶、管理單位所屬部門、張貼情形、目前現況、目前現況選擇管理單位將自行改善請填完成期限、目前現況選擇其他原因說明、縣市代碼、鄉鎮代碼、村里代碼、縣市名稱、鄉鎮名稱、村里名稱、上傳圖片、異動日期。,https://opendata.epa.gov.tw/Data/Contents/OTH01578/
1015,臺東縣水量水質自動監測連線傳輸監測紀錄值即時資料集,水,水質保護處,系統將回應最新監測數據之XML(最新一小時),CNO(連監測對象管制編號)、ABBR(連監測對象中文名稱)、DP_NO(監測位置編號)、DESP(監測位置中文描述)、M_DATE(監測日期)、M_TIME(監測時間hhmm)、M_VAL(監測值)、STATUS(狀態)、UNIT(監測值單位)、STD1(排放標準一)、STD2(排放標準二),https://opendata.epa.gov.tw/Data/Contents/WAT00582/
1016,臺東縣河川水質季監測報告,生活環境與其他,"臺東縣政府環保局 ",台東縣河川水質監測報告,監測站名()、採樣日期(),https://opendata.epa.gov.tw/Data/Contents/OTH01580/
1017,臺東縣空氣品質手動測站監測數值,大氣,"臺東縣政府環保局 ",台東縣空氣品質手動(人工)測站監測,測站名稱(測站名稱)、測站編號(測站編號)、總懸浮微粒(起訖時間)、天候(天候)、TSP(TSP)、PM10(PM10)、正己烷抽出物(正己烷抽出物)、氯鹽(氯鹽)、硝酸鹽(硝酸鹽)、硫酸鹽(硫酸鹽)、鉛)及落塵量(起訖時間)、數據(數據),https://opendata.epa.gov.tw/Data/Contents/ATM00636/
1018,臺東縣重要環保統計資料,生活環境與其他,統計室,臺東縣環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值)。,https://opendata.epa.gov.tw/Data/Contents/STATTaitung/
1019,臺東縣飲用水水質監測,水,"臺東縣政府環保局 ",台東縣飲用水水質監測,氫離子濃度指數(),https://opendata.epa.gov.tw/Data/Contents/WAT00598/
1020,臺東縣電動二輪車充電站明細,生活環境與其他,"臺東縣政府環保局 ",提供台東縣電動二輪車充電站明細,所處單位(),https://opendata.epa.gov.tw/Data/Contents/OTH01552/
